episode,epsilon,reward_total,reward_per_step,amp_norm_mean,phase_err_abs_mean,action_abs_mean,loss_mean,steps
34.0,0.77159351706372,-827.5925504460489,-3.2327834001798785,0.9195982266478432,3.067845109703705,0.529296875,0.6331245448673144,256.0
35.0,0.765605223631924,-824.4089148537192,-3.2203473236473408,0.9271582882064158,3.0482027214025624,0.5341796875,0.6028659241856076,256.0
36.0,0.7596666252949109,-836.5571475886388,-3.2678013577681204,0.9217312033890329,3.0860092099297014,0.5302734375,0.6512018410721794,256.0
37.0,0.753777309647632,-816.5552256211281,-3.1896688500825316,0.9152573309836222,3.0444520323272783,0.544921875,0.6810487185721286,256.0
38.0,0.7479368677074671,-815.7677567203392,-3.186592799688825,0.9134928677553084,3.042720211168861,0.5849609375,0.6993195908144116,256.0
39.0,0.7421448938858234,-701.2728012439248,-2.7393468798590814,0.9164090319037599,2.7327215163734433,0.5634765625,0.7413934020441957,256.0
40.0,0.7364009859599686,-800.5368934521168,-3.1270972400473314,0.9172753637028052,3.0014879502203664,0.5595703125,0.7675221489625983,256.0
41.0,0.7307047450450999,-802.9039607378096,-3.1363435966320687,0.9184114090503762,3.0064145648992047,0.5380859375,0.6944024392287247,256.0
42.0,0.7250557755666419,-763.6956421895276,-2.983186102302842,0.9145948950999688,2.9078144715877716,0.552734375,0.7194045591168106,256.0
43.0,0.7194536852327778,-823.0288856723687,-3.21495658465769,0.9153560215460266,3.0596355784959615,0.5595703125,0.7805401237565093,256.0
44.0,0.7138980850072049,-802.7171978839191,-3.135614054234059,0.923068200814238,2.9986166699685697,0.5302734375,0.7740424723015167,256.0
45.0,0.7083885890821194,-832.334667986668,-3.251307296822922,0.9114375401496678,3.084967972122584,0.55078125,0.7815805728314444,256.0
46.0,0.7029248148514237,-715.3430005348237,-2.794308595839155,0.9118685260015555,2.7765552530169035,0.578125,0.8614512376952916,256.0
47.0,0.6975063828841555,-755.7499406166958,-2.952148205533968,0.9131347394317805,2.8869285869687094,0.5712890625,0.8264949788572267,256.0
48.0,0.6921329168981399,-773.3766969339748,-3.021002722398339,0.9161815014176132,2.9324238490279075,0.5439453125,0.8205386304762214,256.0
49.0,0.6868040437338574,-805.0493605938681,-3.144724064819797,0.9192965044610031,3.0095343849840663,0.546875,0.9368296167813241,256.0
50.0,0.6815193933285296,-884.6342145174979,-3.455602400458976,0.9808388610122494,3.119933074288653,0.6064453125,0.872457901830785,256.0
51.0,0.6762785986904216,-838.3768890472609,-3.274909722840863,0.9192692241999907,3.0956184778889573,0.552734375,0.9074752005981281,256.0
52.0,0.671081295873355,-803.8424868651274,-3.140009714316904,0.9153491215454268,3.00920741728154,0.5615234375,1.0020810981513932,256.0
53.0,0.6659271239514343,-783.1802678414264,-3.0592979212555718,0.9178622274825551,2.9525749069770972,0.5517578125,0.9888261249288917,256.0
54.0,0.6608157249939826,-809.3483108398038,-3.1615168392179838,0.9134761174958062,3.029476963066175,0.5712890625,0.8813351447461173,256.0
55.0,0.6557467440406847,-798.5033959077698,-3.119153890264726,0.9194671040934916,2.9947612006042554,0.5380859375,0.9563584234565496,256.0
56.0,0.6507198290769373,-851.8456391660363,-3.3275220279923294,0.9280972335154147,3.119338166124662,0.4814453125,0.8912333749467507,256.0
57.0,0.6457346310094033,-776.5863644994831,-3.033540486326106,0.9134171628405022,2.942453394243371,0.5712890625,0.9803199538728222,256.0
58.0,0.6407908036417691,-846.1629627407716,-3.305324073206139,0.9138393121288918,3.1212370887660486,0.564453125,1.016081782989204,256.0
59.0,0.6358880036507027,-709.1426763943525,-2.7700885796654395,0.9134717361849044,2.75969396356712,0.5771484375,1.0348766362294555,256.0
60.0,0.6310258905620124,-780.3850033529419,-3.0483789193474293,0.9160353706290129,2.9509315466653057,0.5546875,0.965574246714823,256.0
61.0,0.6262041267270018,-868.3010763417475,-3.391801079459951,0.9563040871790865,3.1210320079688283,0.5693359375,1.001577639952302,256.0
62.0,0.6214223772990224,-818.827632757458,-3.1985454404588203,0.8592595488066135,3.112124798668523,0.583984375,1.0714698652736843,256.0
63.0,0.61668031021022,-844.0079197409908,-3.2969059364882454,0.9139313424875881,3.113953379307879,0.5419921875,1.0606999925803393,256.0
64.0,0.6119775961484744,-800.1940160286518,-3.1257578751119213,0.912547490039013,3.00555516916864,0.5830078125,1.1625015159370378,256.0
65.0,0.6073139085345303,-797.741503700814,-3.1161777488313045,0.9144930641014226,2.9968473677698597,0.5732421875,1.033648524666205,256.0
66.0,0.6026889234993179,-766.9385981283446,-2.995853898938846,0.9212947105384962,2.90737010002037,0.53515625,1.0016523273661733,256.0
67.0,0.5981023198614623,-832.7375219384879,-3.2528809450722185,0.9190411390497438,3.079664588619537,0.548828125,1.1003074342152104,256.0
68.0,0.5935537791049789,-719.818279462277,-2.8117901541495196,0.9095233581593295,2.795080164328569,0.6044921875,1.0991925511043519,256.0
69.0,0.5890429853571537,-817.9755758728951,-3.1952170932534965,0.9162852165626258,3.0460918569771223,0.5634765625,1.071902460535057,256.0
70.0,0.584569625366608,-811.4876946077698,-3.1698738070616006,0.9152008621426061,3.0320777096396725,0.5673828125,1.1021375498967245,256.0
71.0,0.5801333884815447,-831.2450368867542,-3.2470509253388835,0.8943405135382819,3.1062579045883494,0.5849609375,1.1611926631303504,256.0
72.0,0.5757339666281753,-826.9326425755368,-3.2302056350606905,0.9137281971395081,3.0720564158546315,0.513671875,1.1191101969452575,256.0
73.0,0.5713710542893251,-715.1013395363532,-2.7933646075638796,0.9107918742330003,2.777681350536458,0.587890625,1.1307814304018393,256.0
74.0,0.5670443484832173,-809.0430820468868,-3.1603245392456514,0.9202315555362296,3.0150436383006483,0.5537109375,1.1369834868237376,256.0
75.0,0.562753548742432,-766.9093686389124,-2.9957397212457515,0.9182280457114754,2.9117183122892243,0.5556640625,1.1979570852126926,256.0
76.0,0.5584983570930407,-837.7444133344605,-3.2724391145877365,0.9196247703031606,3.0887618411636035,0.54296875,1.130722385714762,256.0
77.0,0.5542784780339133,-840.9441634058726,-3.28493813830419,0.9111993983548617,3.1141276125190065,0.595703125,1.2232328390236944,256.0
78.0,0.5500936185161968,-810.8658309912294,-3.1674446523094897,0.9060140822916706,3.041741535344153,0.619140625,1.271275156410411,256.0
79.0,0.5459434879229652,-766.5477928571204,-2.9943273158481265,0.9196244315203226,2.905832808962125,0.55078125,1.170130752492696,256.0
80.0,0.5418277980490374,-795.0006225212414,-3.1054711817235994,0.9276887251925127,2.9744603767555873,0.4873046875,1.1997749749571085,256.0
81.0,0.5377462630809624,-848.9447724534188,-3.316190517396167,0.9245753162093675,3.117841182271102,0.5302734375,1.174149350845255,256.0
82.0,0.5336985995771717,-809.6240323808634,-3.1625938764877475,0.9172984682769905,3.022590377110956,0.57421875,1.2212501526810229,256.0
83.0,0.5296845264482952,-831.230087724276,-3.246992530172953,0.9065247594685794,3.0906160673934444,0.62109375,1.2041710949270055,256.0
84.0,0.5257037649376414,-844.60837914956,-3.299251481052969,0.9136900942605305,3.1176861904545747,0.5947265625,1.30682834982872,256.0
85.0,0.5217560386018391,-798.682117645764,-3.1198520220537658,0.9204170550941894,2.99520270381843,0.5234375,1.2759847508277744,256.0
86.0,0.5178410732916392,-764.294149272688,-2.9855240205964373,0.917275411645004,2.9033102965125064,0.5556640625,1.2460695857880637,256.0
87.0,0.5139585971328777,-805.5995908822473,-3.1468734018837785,0.9134424875207189,3.0166995444093727,0.583984375,1.2718652660259977,256.0
88.0,0.5101083405075943,-779.3106408008019,-3.0441821906281326,0.9200888790162938,2.944679436146247,0.54296875,1.3095190295716748,256.0
89.0,0.5062900360353094,-837.8977922127012,-3.273038250830864,0.9160971936215841,3.0893962964697925,0.609375,1.3525047483853996,256.0
90.0,0.5025034185544556,-832.334484970373,-3.2513065819155194,0.9140222525493186,3.0909406791935665,0.57421875,1.3209469857392833,256.0
91.0,0.49874822510396394,-810.2262446436964,-3.164946268139439,0.9114808580123983,3.0320337536506052,0.6015625,1.4056080470327288,256.0
92.0,0.4950241949050023,-791.4803084895086,-3.091719955037143,0.9162916481285616,2.981379158235683,0.5576171875,1.3231704409699887,256.0
93.0,0.49133106934286586,-898.7147107674198,-3.5106043389352335,1.0134082213923568,3.114106354291077,0.541015625,1.490376113797538,256.0
94.0,0.48766859194901746,-705.9781953890637,-2.75772732573853,0.9179050368576163,2.747983734614058,0.5595703125,1.2652550602797419,256.0
95.0,0.4840365083832774,-836.7016068252186,-3.2683656516610102,0.9135622409593857,3.099979483743123,0.5830078125,1.2616527910577133,256.0
96.0,0.4804345664161605,-726.3864801498819,-2.837447188085476,0.9057877704003925,2.8190850632373152,0.6083984375,1.2753704055212438,256.0
97.0,0.4768625159113605,-903.9443493761979,-3.531032614750773,1.0257438062213264,3.118996262101443,0.6259765625,1.3230503293452784,256.0
98.0,0.47332010880837894,-866.2932642650218,-3.3839580635352413,0.9579964406908259,3.118392456463677,0.548828125,1.3499825476901606,256.0
99.0,0.469807099105299,-889.5445160728965,-3.474783265909752,0.9895497528046896,3.1192622529301968,0.609375,1.3886764312628657,256.0
100.0,0.46632324284170174,-733.8099527166356,-2.866445127799358,0.9146144848855742,2.8280213000616232,0.5654296875,1.3441903230268508,256.0
101.0,0.46286829808172425,-823.4875937033107,-3.2167484129035575,0.9299196060815552,3.044591954481904,0.505859375,1.4520993259502575,256.0
102.0,0.4594420248972587,-777.5730511863225,-3.037394731196572,0.9309984884831956,2.926857332374553,0.447265625,1.339731676504016,256.0
103.0,0.4560441853512903,-844.7513080255023,-3.2998097969746185,0.9194033147102221,3.113855103894571,0.533203125,1.348876484320499,256.0
104.0,0.4526745434813739,-769.6196393443588,-3.0063267161889016,0.9324982646264279,2.9021073354320492,0.458984375,1.526392251253128,256.0
105.0,0.4493328652832478,-804.9914964949644,-3.1444980331834547,0.9056716416197756,3.0280265967236524,0.619140625,1.5123884788481519,256.0
106.0,0.44601891869458293,-820.6166421452264,-3.2055337583797905,0.9133587415778347,3.059979815012568,0.5732421875,1.4456283720210195,256.0
107.0,0.4427324735788678,-802.7021383628384,-3.1355552279798373,0.9052299341534744,3.021436336312574,0.6318359375,1.4849580539157614,256.0
108.0,0.4394733017094264,-708.3572577771256,-2.767020538191897,0.9134368262834698,2.759890701416701,0.5693359375,1.5152263405034319,256.0
109.0,0.4362411767535691,-811.7241469131602,-3.170797448879532,0.917179993145321,3.027202147924953,0.6142578125,1.5113689759746194,256.0
110.0,0.43303587425687506,-800.6145771091325,-3.1274006918325488,0.926294592757686,2.9932643076078715,0.4921875,1.6408614000538364,256.0
111.0,0.42985717162760495,-780.813430834824,-3.050052464198531,0.9190688553239389,2.94867494887748,0.5283203125,1.5178137662587687,256.0
112.0,0.42670484812124315,-790.3906982868442,-3.087463665182985,0.9084731343519508,2.985664862929907,0.6357421875,1.4064279976300895,256.0
113.0,0.4235786848251683,-829.7181359264614,-3.24108646846274,0.9187007273260193,3.074490911042475,0.55078125,1.5268396905157715,256.0
114.0,0.4204784646434507,-743.5847231102391,-2.9046278246493715,0.9175902724583989,2.8508397285608744,0.54296875,1.6068541263230145,256.0
115.0,0.4174039722817761,-762.8192434876794,-2.9797626698737476,0.9164845330899574,2.904872398992384,0.537109375,1.4692264535697177,256.0
116.0,0.4143549942324951,-731.9990057207535,-2.8593711160966935,0.9101997775725533,2.8260172374140735,0.587890625,1.467943827738054,256.0
117.0,0.41133131875979556,-711.3867739227785,-2.7788545856358535,0.9228943634149819,2.757010228989909,0.521484375,1.665898515842855,256.0
118.0,0.4083327358849991,-780.8028073117274,-3.050010966061435,0.9216212907138825,2.948160338600646,0.51171875,1.4487939203390852,256.0
119.0,0.4053590373719785,-778.6226031606154,-3.041494543596154,0.9116988077387921,2.9532685033754533,0.5869140625,1.5884709029924124,256.0
120.0,0.40241001671269766,-727.3524711553213,-2.8412205904504737,0.908154993466015,2.8163844944758587,0.6044921875,1.5364720541983843,256.0
121.0,0.3994854691128702,-742.2157027814354,-2.899280088989982,0.9113613671708305,2.854760168485617,0.5830078125,1.679276357870549,256.0
122.0,0.3965851914777373,-873.8575330996687,-3.4135059886705807,0.9703125734913813,3.121789274470064,0.5,1.6046947385184467,256.0
123.0,0.3937089823979645,-733.9003759884714,-2.8667983437049664,0.9177925025342064,2.8242849012261164,0.5478515625,1.5418390294071287,256.0
124.0,0.390856642135654,-806.9644166949859,-3.1522047527147885,0.8286606231091018,3.117862517668571,0.5166015625,1.56681824545376,256.0
125.0,0.3880279726104748,-810.8356568134459,-3.167326784427523,0.9072054124197989,3.0392260263120896,0.6298828125,1.4374275275040418,256.0
126.0,0.38522277738590643,-702.4308471877871,-2.7438704968272933,0.921037617867493,2.732489800145718,0.5322265625,1.7468675058335066,256.0
127.0,0.38244086165559754,-839.9536239866314,-3.281068843697779,0.9107648253822364,3.11293202228822,0.59765625,1.7031250481959432,256.0
128.0,0.3796820322298378,-814.9773372230622,-3.183505223527587,0.9179537893513647,3.038280012417494,0.572265625,1.4916191020747647,256.0
129.0,0.3769460975221417,-696.7783998560726,-2.7217906244377836,0.9145541904135349,2.7253065477653085,0.564453125,1.51034717541188,256.0
130.0,0.374232867535944,-835.1852204592362,-3.2624422674188915,0.8923125333907526,3.1179194632151908,0.5732421875,1.6263054448645562,256.0
131.0,0.3715421538514051,-844.9723615141661,-3.3006732871647113,0.9151275669736747,3.123133160368588,0.5546875,1.5602019308134913,256.0
132.0,0.36887376961232676,-786.929154065506,-3.073942008068383,0.9179304790643613,2.963489197931466,0.5546875,1.7322668777778745,256.0
133.0,0.36622752951317555,-783.8246378848596,-3.061814991737733,0.9103417601168984,2.9677166250820903,0.6025390625,1.6553112383699045,256.0
134.0,0.36360324978621444,-847.253845474177,-3.3095853338835037,0.9210859078061046,3.119932681470808,0.50390625,1.7255820978898555,256.0
135.0,0.3610007481887412,-734.8513184475019,-2.870512962685554,0.9203652655711421,2.823880785087608,0.5322265625,1.5715528088621795,256.0
136.0,0.35841984399043225,-840.6459805883542,-3.2837733616732585,0.9239506622546414,3.1009947431034757,0.498046875,1.5704587157815695,256.0
137.0,0.3558603579607921,-806.7703799939344,-3.1514467968513062,0.9095958942229233,3.0292187890928837,0.5810546875,1.6268989145755768,256.0
138.0,0.35332211235670685,-869.720725488817,-3.3973465839406916,0.9620551947527733,3.1079501245721612,0.50390625,1.7319595080334693,256.0
139.0,0.35080493091010057,-694.6612976004722,-2.7135206937518443,0.9098263852677582,2.72591772767041,0.6025390625,1.6948193339630961,256.0
140.0,0.34830863881569446,-711.4548230871493,-2.779120402684177,0.911306008065984,2.7680011918991827,0.5908203125,1.57822095323354,256.0
141.0,0.34583306271886777,-806.2072808499723,-3.1492471908202044,0.8967401725558986,3.04039496035931,0.6875,1.5000401788856834,256.0
142.0,0.34337803070361883,-706.2585023817261,-2.7588222749286175,0.9312403793075535,2.732408749872672,0.4658203125,1.7260858453810215,256.0
143.0,0.34094337228062666,-807.8803322709613,-3.1557825479334425,0.9064743264227059,3.0340181704096834,0.6328125,1.7094463298562914,256.0
144.0,0.33852891837541116,-804.6139069104585,-3.1430230738689784,0.924380784134993,3.003942571427533,0.5205078125,1.7531214775517583,256.0
145.0,0.336134501316592,-831.7542217931692,-3.2490399288795673,0.9136445855726881,3.0853633978230697,0.5595703125,1.8377857101149857,256.0
146.0,0.3337599548242444,-810.5000880644027,-3.166015969001573,0.8368478470869275,3.1167655170332758,0.6455078125,1.831879382720217,256.0
147.0,0.33140511399835226,-855.6627571289446,-3.3424326450349398,0.9492551859519343,3.0878300332714312,0.6611328125,1.7732642721384764,256.0
148.0,0.32906981530735613,-826.4223327469311,-3.2282122372927,0.9009211780909513,3.080898906600594,0.583984375,1.7446498153731227,256.0
149.0,0.32675389657679743,-773.4152405419057,-3.0211532833668193,0.923630344471652,2.9263662237990626,0.5107421875,1.7220190854277462,256.0
150.0,0.3244571969780558,-816.87283704637,-3.190909519712383,0.9115905442008234,3.0497946606171524,0.6298828125,1.671483639976941,256.0
151.0,0.32217955701718054,-825.2241466083645,-3.223531822688924,0.9163349913269949,3.0663850144982163,0.59765625,1.7022954274434596,256.0
152.0,0.3199208185238146,-843.4470015392208,-3.294714849762581,0.9201376625158411,3.1100162583387796,0.517578125,1.761346653336659,256.0
153.0,0.3176808246402104,-819.0618588539754,-3.1994603861483415,0.9292866781835466,3.0355436340521607,0.482421875,1.826596569037065,256.0
154.0,0.3154594198103369,-849.6811668573478,-3.3190670580365147,0.9278645634345992,3.1189230223930413,0.482421875,1.7601023588795215,256.0
155.0,0.3132564497690771,-878.6621914628612,-3.4322741854018015,0.9710732299304333,3.119903210523299,0.58984375,1.6937775961123407,256.0
156.0,0.3110717615315151,-821.458375370183,-3.2088217787897775,0.9220723615436105,3.0547490479239734,0.5166015625,1.8575014881789684,256.0
157.0,0.3089052033823119,-802.3534940187113,-3.134193336010591,0.9037969048325938,3.0254337421083566,0.6279296875,1.845185101032257,256.0
158.0,0.3067566248651698,-853.6680580523997,-3.3346408517671864,0.926500087274109,3.121171672933273,0.654296875,1.7794612161815166,256.0
159.0,0.3046258767723839,-787.3887074376272,-3.0757371384282313,0.8978956438473348,2.989463015368356,0.6904296875,1.8220795847009867,256.0
160.0,0.30251281113448025,-844.317607870736,-3.2981156557450624,0.9132052288897073,3.118396239812807,0.6025390625,1.8349353524390608,256.0
161.0,0.30041728120994043,-824.6313967006499,-3.221216393361914,0.9128142442101429,3.0699711723903738,0.603515625,1.7704319742042571,256.0
162.0,0.29833914147501084,-867.2930964215481,-3.387863657896672,0.9575079669765222,3.1206995833171445,0.4951171875,1.7892768525052816,256.0
163.0,0.29627824761359695,-843.2281943624242,-3.2938601342282197,0.9175025966377263,3.112252713561532,0.5419921875,1.9012398759368807,256.0
164.0,0.2942344565072412,-820.4327524096018,-3.204815439100007,0.8323126349512169,3.113909195448764,0.5439453125,1.7374800620600581,256.0
165.0,0.2922076262251845,-745.5552406429853,-2.912325158761661,0.9399750672220998,2.8334073243829057,0.4052734375,1.918120895861648,256.0
166.0,0.2901976160145091,-842.5037828210263,-3.291030401644634,0.9079198588353179,3.123331478359576,0.6025390625,1.7434993889182806,256.0
167.0,0.2882042862903651,-710.369357628628,-2.774880303236828,0.9317489509883672,2.7441910443126662,0.4609375,1.9219099138863385,256.0
168.0,0.28622749862627594,-806.0598195112573,-3.1486711699658487,0.9158276058110381,3.018823580346062,0.576171875,1.791985912132077,256.0
169.0,0.2842671157445262,-790.240977265391,-3.086878817442934,0.9106125513034907,2.982648125684981,0.61328125,1.905815630685538,256.0
170.0,0.2823230015066277,-828.3944282387503,-3.2359157353076182,0.9146855693851106,3.078663620944576,0.5810546875,1.8441160949878395,256.0
171.0,0.28039502090386625,-801.8781651712283,-3.1323365827001104,0.8938026926784768,3.035000210234638,0.7041015625,1.7542330690193921,256.0
172.0,0.278483040047925,-892.6787004460829,-3.487026173617511,1.001394397477201,3.1170459337653273,0.6650390625,2.0528087276034057,256.0
173.0,0.2765869261615873,-883.0791551772495,-3.449527949911131,0.9832371044726013,3.117299388298102,0.6064453125,1.9240419710986316,256.0
174.0,0.2747065475695157,-698.0101496897532,-2.7266021472255986,0.9161017820632414,2.7289670691969157,0.5634765625,1.690397160127759,256.0
175.0,0.2728417736891078,-766.5862312707937,-2.994477465901538,0.9061922421393016,2.927703280696269,0.623046875,1.7194753859657794,256.0
176.0,0.27099247502142804,-746.3886488978377,-2.9155806597571785,0.9207151877538158,2.8556405722790146,0.5234375,1.8979323802050203,256.0
177.0,0.2691585231422147,-829.7407489846903,-3.2411748007214465,0.8530706868771549,3.112887145102337,0.427734375,1.806935154600069,256.0
178.0,0.2673397906929613,-847.022551302497,-3.308681841025379,0.9171404467586555,3.121883297723361,0.5439453125,1.7777027257252485,256.0
179.0,0.2655361513720724,-805.2047589305412,-3.1453310895724265,0.9136143115390194,3.0215662107654238,0.5537109375,1.73693303251639,256.0
180.0,0.2637474799260927,-824.4720883042096,-3.2205940949383187,0.9163884632962962,3.070834941825562,0.5576171875,1.90408682404086,256.0
181.0,0.2619736521410083,-833.369267692217,-3.2553487019227227,0.9047956964605602,3.102032440955049,0.626953125,1.8914244496263564,256.0
182.0,0.2602145448336214,-840.99248763946,-3.2851269048416407,0.911770635136624,3.1151691636082792,0.59375,1.8278262426611036,256.0
183.0,0.25847003584299527,-694.7338408804598,-2.713804065939296,0.902015319651642,2.735089122011834,0.6640625,2.035385514376685,256.0
184.0,0.2567400040219712,-817.4771049480646,-3.1932699412033774,0.9108328145934442,3.054373455631996,0.546875,1.7088398665655404,256.0
185.0,0.25502432922875523,-782.7622041961367,-3.057664860141159,0.9217480006464023,2.952173591221439,0.5205078125,1.8217595291789621,256.0
186.0,0.2533228923185751,-825.9263457744158,-3.226274788181312,0.9183759687129054,3.068532429765238,0.5380859375,1.9432795920874923,256.0
187.0,0.2516355751354059,-842.0654587179133,-3.289318198116849,0.9202179965840493,3.1066600556999178,0.5859375,1.937995831714943,256.0
188.0,0.2499622605037652,-800.0778966754434,-3.125304283888451,0.9153935820870625,3.00715176852665,0.5771484375,2.1127975119743496,256.0
189.0,0.24830283222057564,-719.4115943129087,-2.8102015402847997,0.9157916423397559,2.7886070518990316,0.5615234375,1.9503204501233995,256.0
190.0,0.246657175047095,-736.4857758057008,-2.8768975617410186,0.9130168199881188,2.837652877004592,0.5849609375,1.8478447075467557,256.0
191.0,0.24502517470091378,-839.593781007757,-3.279663207061551,0.9129950402636605,3.108496577191258,0.580078125,1.9816349062602967,256.0
192.0,0.24340671784801887,-836.2927975473975,-3.2667687404195216,0.9156653025281345,3.0986021534205914,0.548828125,1.956243555760011,256.0
193.0,0.24180169209492258,-827.6957089531036,-3.233186363098061,0.9198361288028742,3.0730550858112635,0.5458984375,1.8834947959985584,256.0
194.0,0.24020998598085846,-701.5963694789625,-2.7406108182771973,0.9205908679370237,2.7344679821987903,0.53125,1.759859133278951,256.0
195.0,0.23863148897003977,-762.1061627856777,-2.9769771983815536,0.9012915942182119,2.9207637160979356,0.6552734375,1.8340977460611612,256.0
196.0,0.23706609144398433,-779.6552184295474,-3.0455281969904195,0.9213762830540635,2.9473009413560085,0.5146484375,1.6562207352835685,256.0
197.0,0.23551368469390144,-837.9127397536708,-3.2730966396627768,0.9247109983771812,3.0933798582782623,0.494140625,1.7595574473962188,256.0
198.0,0.23397416091314294,-830.7259953334276,-3.2450234192712015,0.9076564998461615,3.094602857845075,0.615234375,1.8520227283006534,256.0
199.0,0.2324474131897164,-765.6532569552656,-2.9908330349815064,0.9003126756654212,2.9346360001235343,0.6484375,1.8100908475462347,256.0
200.0,0.23093333549886086,-742.9424751620442,-2.902119043601735,0.9096456934652406,2.8589193616232684,0.6083984375,1.6804797216318548,256.0
